phase,year,plot,plot_num,plot_dir,rotation,corn,crop,variety,all_corn,yield_bush,yield_ton,treated,treatment,manure,lime,nit,p205,k20,stover,population,plant_date,plant_day,soil_sample,damage,notes
1,1889,3ND,3,NE,1,TRUE,CC,Burr's White,FALSE,43.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-04-30,120,FALSE,NA,NA
1,1889,3SA,3,SW,1,TRUE,CC,Burr's White,FALSE,43.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-04-30,120,FALSE,NA,NA
1,1889,3SB,3,SW,1,TRUE,CC,Burr's White,FALSE,43.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-04-30,120,FALSE,NA,NA
1,1889,3SC,3,SE,1,TRUE,CC,Burr's White,FALSE,43.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-04-30,120,FALSE,NA,NA
1,1889,3SD,3,SE,1,TRUE,CC,Burr's White,FALSE,43.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-04-30,120,FALSE,NA,NA
1,1889,4NA,4,NW,2,FALSE,O,Welcome,FALSE,37.4,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-03-22,81,FALSE,NA,NA
1,1889,4NB,4,NW,2,FALSE,O,Welcome,FALSE,37.4,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-03-22,81,FALSE,NA,NA
1,1889,4NC,4,NE,2,FALSE,O,Welcome,FALSE,37.4,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-03-22,81,FALSE,NA,NA
1,1889,4ND,4,NE,2,FALSE,O,Welcome,FALSE,37.4,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-03-22,81,FALSE,NA,NA
1,1889,4SA,4,SW,2,FALSE,O,Welcome,FALSE,37.4,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-03-22,81,FALSE,NA,NA
1,1889,4SB,4,SW,2,FALSE,O,Welcome,FALSE,37.4,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-03-22,81,FALSE,NA,NA
1,1889,4SC,4,SE,2,FALSE,O,Welcome,FALSE,37.4,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-03-22,81,FALSE,NA,NA
1,1889,4SD,4,SE,2,FALSE,O,Welcome,FALSE,37.4,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-03-22,81,FALSE,NA,NA
1,1889,5NA,5,NW,3,FALSE,H,Medium clover,FALSE,NA,4.04,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-04-06,96,FALSE,NA,NA
1,1889,5NB,5,NW,3,FALSE,H,Medium clover,FALSE,NA,4.04,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-04-06,96,FALSE,NA,NA
1,1889,5NC,5,NE,3,FALSE,H,Medium clover,FALSE,NA,4.04,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-04-06,96,FALSE,NA,NA
1,1889,5ND,5,NE,3,FALSE,H,Medium clover,FALSE,NA,4.04,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-04-06,96,FALSE,NA,NA
1,1889,5SA,5,SW,3,FALSE,H,Medium clover,FALSE,NA,4.04,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-04-06,96,FALSE,NA,NA
1,1889,5SB,5,SW,3,FALSE,H,Medium clover,FALSE,NA,4.04,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-04-06,96,FALSE,NA,NA
1,1889,5SC,5,SE,3,FALSE,H,Medium clover,FALSE,NA,4.04,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-04-06,96,FALSE,NA,NA
1,1889,5SD,5,SE,3,FALSE,H,Medium clover,FALSE,NA,4.04,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1889-04-06,96,FALSE,NA,NA
1,1890,3NA,3,NW,1,TRUE,CC,Burr's White,FALSE,48.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,3NB,3,NW,1,TRUE,CC,Burr's White,FALSE,48.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,3NC,3,NE,1,TRUE,CC,Burr's White,FALSE,48.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,3ND,3,NE,1,TRUE,CC,Burr's White,FALSE,48.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,3SA,3,SW,1,TRUE,CC,Burr's White,FALSE,48.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,3SB,3,SW,1,TRUE,CC,Burr's White,FALSE,48.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,3SC,3,SE,1,TRUE,CC,Burr's White,FALSE,48.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,3SD,3,SE,1,TRUE,CC,Burr's White,FALSE,48.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,4NA,4,NW,2,TRUE,C,Burr's White,FALSE,54.3,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,4NB,4,NW,2,TRUE,C,Burr's White,FALSE,54.3,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,4NC,4,NE,2,TRUE,C,Burr's White,FALSE,54.3,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,4ND,4,NE,2,TRUE,C,Burr's White,FALSE,54.3,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,4SA,4,SW,2,TRUE,C,Burr's White,FALSE,54.3,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,4SB,4,SW,2,TRUE,C,Burr's White,FALSE,54.3,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,4SC,4,SE,2,TRUE,C,Burr's White,FALSE,54.3,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,4SD,4,SE,2,TRUE,C,Burr's White,FALSE,54.3,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1890-05-03,123,FALSE,NA,NA
1,1890,5NA,5,NW,3,FALSE,H,Medium clover,FALSE,NA,1.51,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1890,5NB,5,NW,3,FALSE,H,Medium clover,FALSE,NA,1.51,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1890,5NC,5,NE,3,FALSE,H,Medium clover,FALSE,NA,1.51,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1890,5ND,5,NE,3,FALSE,H,Medium clover,FALSE,NA,1.51,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1890,5SA,5,SW,3,FALSE,H,Medium clover,FALSE,NA,1.51,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1890,5SB,5,SW,3,FALSE,H,Medium clover,FALSE,NA,1.51,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1890,5SC,5,SE,3,FALSE,H,Medium clover,FALSE,NA,1.51,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1890,5SD,5,SE,3,FALSE,H,Medium clover,FALSE,NA,1.51,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1891,3NA,3,NW,1,TRUE,CC,Burr's White,FALSE,28.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-05,125,FALSE,NA,NA
1,1891,3NB,3,NW,1,TRUE,CC,Burr's White,FALSE,28.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-05,125,FALSE,NA,NA
1,1891,3NC,3,NE,1,TRUE,CC,Burr's White,FALSE,28.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-05,125,FALSE,NA,NA
1,1891,3ND,3,NE,1,TRUE,CC,Burr's White,FALSE,28.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-05,125,FALSE,NA,NA
1,1891,3SA,3,SW,1,TRUE,CC,Burr's White,FALSE,28.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-05,125,FALSE,NA,NA
1,1891,3SB,3,SW,1,TRUE,CC,Burr's White,FALSE,28.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-05,125,FALSE,NA,NA
1,1891,3SC,3,SE,1,TRUE,CC,Burr's White,FALSE,28.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-05,125,FALSE,NA,NA
1,1891,3SD,3,SE,1,TRUE,CC,Burr's White,FALSE,28.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-05,125,FALSE,NA,NA
1,1891,4NA,4,NW,2,TRUE,C,Burr's White,FALSE,33.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-06,126,FALSE,NA,NA
1,1891,4NB,4,NW,2,TRUE,C,Burr's White,FALSE,33.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-06,126,FALSE,NA,NA
1,1891,4NC,4,NE,2,TRUE,C,Burr's White,FALSE,33.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-06,126,FALSE,NA,NA
1,1891,4ND,4,NE,2,TRUE,C,Burr's White,FALSE,33.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-06,126,FALSE,NA,NA
1,1891,4SA,4,SW,2,TRUE,C,Burr's White,FALSE,33.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-06,126,FALSE,NA,NA
1,1891,4SB,4,SW,2,TRUE,C,Burr's White,FALSE,33.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-06,126,FALSE,NA,NA
1,1891,4SC,4,SE,2,TRUE,C,Burr's White,FALSE,33.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-06,126,FALSE,NA,NA
1,1891,4SD,4,SE,2,TRUE,C,Burr's White,FALSE,33.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1891-05-06,126,FALSE,NA,NA
1,1891,5NA,5,NW,3,FALSE,H,Medium clover,FALSE,NA,1.46,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1891,5NB,5,NW,3,FALSE,H,Medium clover,FALSE,NA,1.46,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1891,5NC,5,NE,3,FALSE,H,Medium clover,FALSE,NA,1.46,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1891,5ND,5,NE,3,FALSE,H,Medium clover,FALSE,NA,1.46,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1891,5SA,5,SW,3,FALSE,H,Medium clover,FALSE,NA,1.46,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1891,5SB,5,SW,3,FALSE,H,Medium clover,FALSE,NA,1.46,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1891,5SC,5,SE,3,FALSE,H,Medium clover,FALSE,NA,1.46,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1891,5SD,5,SE,3,FALSE,H,Medium clover,FALSE,NA,1.46,FALSE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1,1892,3NA,3,NW,1,TRUE,CC,Burr's White,FALSE,33.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-26,147,FALSE,NA,NA
1,1892,3NB,3,NW,1,TRUE,CC,Burr's White,FALSE,33.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-26,147,FALSE,NA,NA
1,1892,3NC,3,NE,1,TRUE,CC,Burr's White,FALSE,33.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-26,147,FALSE,NA,NA
1,1892,3ND,3,NE,1,TRUE,CC,Burr's White,FALSE,33.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-26,147,FALSE,NA,NA
1,1892,3SA,3,SW,1,TRUE,CC,Burr's White,FALSE,33.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-26,147,FALSE,NA,NA
1,1892,3SB,3,SW,1,TRUE,CC,Burr's White,FALSE,33.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-26,147,FALSE,NA,NA
1,1892,3SC,3,SE,1,TRUE,CC,Burr's White,FALSE,33.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-26,147,FALSE,NA,NA
1,1892,3SD,3,SE,1,TRUE,CC,Burr's White,FALSE,33.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-26,147,FALSE,NA,NA
1,1892,4NA,4,NW,2,FALSE,O,New Dakota Gray,FALSE,37.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-04-06,97,FALSE,NA,NA
1,1892,4NB,4,NW,2,FALSE,O,New Dakota Gray,FALSE,37.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-04-06,97,FALSE,NA,NA
1,1892,4NC,4,NE,2,FALSE,O,New Dakota Gray,FALSE,37.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-04-06,97,FALSE,NA,NA
1,1892,4ND,4,NE,2,FALSE,O,New Dakota Gray,FALSE,37.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-04-06,97,FALSE,NA,NA
1,1892,4SA,4,SW,2,FALSE,O,New Dakota Gray,FALSE,37.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-04-06,97,FALSE,NA,NA
1,1892,4SB,4,SW,2,FALSE,O,New Dakota Gray,FALSE,37.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-04-06,97,FALSE,NA,NA
1,1892,4SC,4,SE,2,FALSE,O,New Dakota Gray,FALSE,37.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-04-06,97,FALSE,NA,NA
1,1892,4SD,4,SE,2,FALSE,O,New Dakota Gray,FALSE,37.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-04-06,97,FALSE,NA,NA
1,1892,5NA,5,NW,3,TRUE,C,Burr's White,FALSE,70.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-28,149,FALSE,NA,NA
1,1892,5NB,5,NW,3,TRUE,C,Burr's White,FALSE,70.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-28,149,FALSE,NA,NA
1,1892,5NC,5,NE,3,TRUE,C,Burr's White,FALSE,70.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-28,149,FALSE,NA,NA
1,1892,5ND,5,NE,3,TRUE,C,Burr's White,FALSE,70.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-28,149,FALSE,NA,NA
1,1892,5SA,5,SW,3,TRUE,C,Burr's White,FALSE,70.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-28,149,FALSE,NA,NA
1,1892,5SB,5,SW,3,TRUE,C,Burr's White,FALSE,70.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-28,149,FALSE,NA,NA
1,1892,5SC,5,SE,3,TRUE,C,Burr's White,FALSE,70.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-28,149,FALSE,NA,NA
1,1892,5SD,5,SE,3,TRUE,C,Burr's White,FALSE,70.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1892-05-28,149,FALSE,NA,NA
1,1893,3NA,3,NW,1,TRUE,CC,Burr's White,TRUE,21.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-12,132,FALSE,NA,NA
1,1893,3NB,3,NW,1,TRUE,CC,Burr's White,TRUE,21.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-12,132,FALSE,NA,NA
1,1893,3NC,3,NE,1,TRUE,CC,Burr's White,TRUE,21.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-12,132,FALSE,NA,NA
1,1893,3ND,3,NE,1,TRUE,CC,Burr's White,TRUE,21.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-12,132,FALSE,NA,NA
1,1893,3SA,3,SW,1,TRUE,CC,Burr's White,TRUE,21.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-12,132,FALSE,NA,NA
1,1893,3SB,3,SW,1,TRUE,CC,Burr's White,TRUE,21.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-12,132,FALSE,NA,NA
1,1893,3SC,3,SE,1,TRUE,CC,Burr's White,TRUE,21.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-12,132,FALSE,NA,NA
1,1893,3SD,3,SE,1,TRUE,CC,Burr's White,TRUE,21.7,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-12,132,FALSE,NA,NA
1,1893,4NA,4,NW,2,TRUE,C,Burr's White,TRUE,29.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1893,4NB,4,NW,2,TRUE,C,Burr's White,TRUE,29.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1893,4NC,4,NE,2,TRUE,C,Burr's White,TRUE,29.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1893,4ND,4,NE,2,TRUE,C,Burr's White,TRUE,29.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1893,4SA,4,SW,2,TRUE,C,Burr's White,TRUE,29.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1893,4SB,4,SW,2,TRUE,C,Burr's White,TRUE,29.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1893,4SC,4,SE,2,TRUE,C,Burr's White,TRUE,29.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1893,4SD,4,SE,2,TRUE,C,Burr's White,TRUE,29.6,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1893,5NA,5,NW,3,TRUE,C,Burr's White,TRUE,34.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1893,5NB,5,NW,3,TRUE,C,Burr's White,TRUE,34.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1893,5NC,5,NE,3,TRUE,C,Burr's White,TRUE,34.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1893,5ND,5,NE,3,TRUE,C,Burr's White,TRUE,34.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1893,5SA,5,SW,3,TRUE,C,Burr's White,TRUE,34.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1893,5SB,5,SW,3,TRUE,C,Burr's White,TRUE,34.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1893,5SC,5,SE,3,TRUE,C,Burr's White,TRUE,34.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1893,5SD,5,SE,3,TRUE,C,Burr's White,TRUE,34.1,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1893-05-13,133,FALSE,NA,NA
1,1894,3NA,3,NW,1,TRUE,CC,Boone County White,FALSE,34.8,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1894-05-03,123,FALSE,NA,NA
1,1894,3NB,3,NW,1,TRUE,CC,Boone County White,FALSE,34.8,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1894-05-03,123,FALSE,NA,NA
1,1894,3NC,3,NE,1,TRUE,CC,Boone County White,FALSE,34.8,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1894-05-03,123,FALSE,NA,NA
1,1894,3ND,3,NE,1,TRUE,CC,Boone County White,FALSE,34.8,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1894-05-03,123,FALSE,NA,NA
1,1894,3SA,3,SW,1,TRUE,CC,Boone County White,FALSE,34.8,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1894-05-03,123,FALSE,NA,NA
1,1894,3SB,3,SW,1,TRUE,CC,Boone County White,FALSE,34.8,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1894-05-03,123,FALSE,NA,NA
1,1894,3SC,3,SE,1,TRUE,CC,Boone County White,FALSE,34.8,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1894-05-03,123,FALSE,NA,NA
1,1894,3SD,3,SE,1,TRUE,CC,Boone County White,FALSE,34.8,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1894-05-03,123,FALSE,NA,NA
1,1894,4NA,4,NW,2,FALSE,O,Pringle's Progress,FALSE,57.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1894-03-21,80,FALSE,NA,NA
1,1894,4NB,4,NW,2,FALSE,O,Pringle's Progress,FALSE,57.2,NA,FALSE,none,NA,NA,NA,NA,NA,NA,NA,1894-03-21,80,FALSE,NA,NA
